axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note
MathExtras.RS62Ladder.lr_lb_ub_112._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_112,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_113._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_113,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_114._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_114,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_115._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_115,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_116._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_116,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_117._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_117,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_118._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_118,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_119._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_119,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_120._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_120,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_000._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_000,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_001._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_001,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_002._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_002,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_003._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_003,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_004._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_004,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_005._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_005,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_006._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_006,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_007._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_007,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_008._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_008,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_009._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_009,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_010._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_010,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_011._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_011,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_012._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_012,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_013._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_013,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_014._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_014,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_015._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_015,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_016._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_016,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_017._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_017,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_018._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_018,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_019._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_019,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_020._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_020,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_021._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_021,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_022._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_022,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_023._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_023,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_024._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_024,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_025._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_025,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_026._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_026,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_027._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_027,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_028._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_028,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_029._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_029,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_030._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_lb_030,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_031._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_031,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_032._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_032,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_033._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_033,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_034._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_034,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_035._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_035,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_036._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_036,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_037._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_037,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_038._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_038,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_039._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_039,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_040._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_040,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_041._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_041,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_042._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_042,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_043._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_043,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_044._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_044,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_045._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_045,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_046._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_046,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_047._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_047,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_048._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_048,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_049._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_049,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lx_lb_050._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_050,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
